Drugs,Genes,Pathways
['NaN'],PRKAG1,"['FoxO signaling pathway', 'AMPK signaling pathway', 'Apelin signaling pathway', 'Insulin signaling pathway', 'Adipocytokine signaling pathway', 'Oxytocin signaling pathway', 'Glucagon signaling pathway']"
['NaN'],PRKAG2,"['FoxO signaling pathway', 'AMPK signaling pathway', 'Apelin signaling pathway', 'Insulin signaling pathway', 'Adipocytokine signaling pathway', 'Oxytocin signaling pathway', 'Glucagon signaling pathway']"
['NaN'],PRKAR1A,['Insulin signaling pathway']
['NaN'],PRKAR1B,['Insulin signaling pathway']
['NaN'],PRKAR2A,['Insulin signaling pathway']
['Tamoxifen'],PRKCA,"['MAPK signaling pathway', 'ErbB signaling pathway', 'Ras signaling pathway', 'Rap1 signaling pathway', 'Calcium signaling pathway', 'HIF-1 signaling pathway', 'Sphingolipid signaling pathway', 'Phospholipase D signaling pathway', 'PI3K-Akt signaling pathway', 'Wnt signaling pathway', 'VEGF signaling pathway', 'Fc epsilon RI signaling pathway', 'GnRH signaling pathway', 'Thyroid hormone signaling pathway', 'Oxytocin signaling pathway', 'Relaxin signaling pathway', 'AGE-RAGE signaling pathway in diabetic complications']"
['Tamoxifen'],PRKCD,"['Chemokine signaling pathway', 'NOD-like receptor signaling pathway', 'C-type lectin receptor signaling pathway', 'Neurotrophin signaling pathway', 'GnRH signaling pathway', 'Estrogen signaling pathway', 'AGE-RAGE signaling pathway in diabetic complications']"
['Tamoxifen'],PRKCE,"['cGMP-PKG signaling pathway', 'Sphingolipid signaling pathway', 'Apelin signaling pathway', 'AGE-RAGE signaling pathway in diabetic complications']"
['Tamoxifen'],PRKCI,"['Rap1 signaling pathway', 'Hippo signaling pathway', 'Insulin signaling pathway']"
['Tamoxifen'],PRKCZ,"['Rap1 signaling pathway', 'Chemokine signaling pathway', 'Sphingolipid signaling pathway', 'Hippo signaling pathway', 'Insulin signaling pathway', 'Relaxin signaling pathway', 'AGE-RAGE signaling pathway in diabetic complications']"
['NaN'],PRKD2,['Rap1 signaling pathway']
['NaN'],PRKD3,['Rap1 signaling pathway']
['NaN'],PRKDC,['Cell cycle']
['NaN'],PRMT1,"['FoxO signaling pathway', 'Glucagon signaling pathway']"
['NaN'],PSEN1,"['Wnt signaling pathway', 'Notch signaling pathway']"
['NaN'],PSEN2,['Notch signaling pathway']
['NaN'],PSENEN,['Notch signaling pathway']
['NaN'],PTEN,"['FoxO signaling pathway', 'Sphingolipid signaling pathway', 'p53 signaling pathway', 'mTOR signaling pathway', 'PI3K-Akt signaling pathway']"
['NaN'],PTK2,"['ErbB signaling pathway', 'Chemokine signaling pathway', 'PI3K-Akt signaling pathway', 'VEGF signaling pathway']"
['Leflunomide'],PTK2B,"['Calcium signaling pathway', 'Chemokine signaling pathway', 'Phospholipase D signaling pathway', 'GnRH signaling pathway']"
['NaN'],PTPN1,['Insulin signaling pathway']
['NaN'],PTPN11,"['Ras signaling pathway', 'Phospholipase D signaling pathway', 'C-type lectin receptor signaling pathway', 'JAK-STAT signaling pathway', 'Neurotrophin signaling pathway', 'Adipocytokine signaling pathway']"
['NaN'],PTPN2,['JAK-STAT signaling pathway']
['NaN'],PTPN6,"['JAK-STAT signaling pathway', 'T cell receptor signaling pathway', 'B cell receptor signaling pathway']"
['NaN'],PTPRF,['Insulin signaling pathway']
['NaN'],PTTG1,['Cell cycle']
['NaN'],PXN,"['Chemokine signaling pathway', 'VEGF signaling pathway']"
['NaN'],PYGB,"['Insulin signaling pathway', 'Glucagon signaling pathway']"
['NaN'],PYGL,"['Insulin signaling pathway', 'Glucagon signaling pathway']"
['NaN'],RAB10,['AMPK signaling pathway']
['NaN'],RAB11B,['AMPK signaling pathway']
['NaN'],RAB14,['AMPK signaling pathway']
['NaN'],RAB2A,['AMPK signaling pathway']
['NaN'],RAB5A,['Ras signaling pathway']
['NaN'],RAB5B,['Ras signaling pathway']
['NaN'],RAB5C,['Ras signaling pathway']
['NaN'],RAB8A,['AMPK signaling pathway']
['NaN'],RAC1,"['MAPK signaling pathway', 'Ras signaling pathway', 'Rap1 signaling pathway', 'cAMP signaling pathway', 'Chemokine signaling pathway', 'Sphingolipid signaling pathway', 'PI3K-Akt signaling pathway', 'Wnt signaling pathway', 'VEGF signaling pathway', 'Toll-like receptor signaling pathway', 'B cell receptor signaling pathway', 'Fc epsilon RI signaling pathway', 'Neurotrophin signaling pathway', 'AGE-RAGE signaling pathway in diabetic complications']"
['NaN'],RAC3,"['MAPK signaling pathway', 'Ras signaling pathway', 'Rap1 signaling pathway', 'cAMP signaling pathway', 'Sphingolipid signaling pathway', 'Wnt signaling pathway', 'VEGF signaling pathway', 'B cell receptor signaling pathway', 'Fc epsilon RI signaling pathway']"
['NaN'],RAD21,['Cell cycle']
"['Dabrafenib', 'Sorafenib']",RAF1,"['MAPK signaling pathway', 'ErbB signaling pathway', 'Ras signaling pathway', 'Rap1 signaling pathway', 'cGMP-PKG signaling pathway', 'cAMP signaling pathway', 'Chemokine signaling pathway', 'FoxO signaling pathway', 'Sphingolipid signaling pathway', 'Phospholipase D signaling pathway', 'mTOR signaling pathway', 'PI3K-Akt signaling pathway', 'VEGF signaling pathway', 'Apelin signaling pathway', 'C-type lectin receptor signaling pathway', 'JAK-STAT signaling pathway', 'T cell receptor signaling pathway', 'B cell receptor signaling pathway', 'Fc epsilon RI signaling pathway', 'Neurotrophin signaling pathway', 'Insulin signaling pathway', 'GnRH signaling pathway', 'Estrogen signaling pathway', 'Prolactin signaling pathway', 'Thyroid hormone signaling pathway', 'Oxytocin signaling pathway', 'Relaxin signaling pathway']"
['NaN'],RALA,"['Ras signaling pathway', 'Rap1 signaling pathway', 'Phospholipase D signaling pathway']"
['NaN'],RALB,"['Ras signaling pathway', 'Rap1 signaling pathway', 'Phospholipase D signaling pathway']"
['NaN'],RALBP1,['Ras signaling pathway']
['NaN'],RALGDS,"['Ras signaling pathway', 'Rap1 signaling pathway', 'Phospholipase D signaling pathway']"
['NaN'],RAP1A,"['MAPK signaling pathway', 'Ras signaling pathway', 'Rap1 signaling pathway', 'cAMP signaling pathway', 'Chemokine signaling pathway', 'Neurotrophin signaling pathway']"
['NaN'],RAP1B,"['MAPK signaling pathway', 'Ras signaling pathway', 'Rap1 signaling pathway', 'cAMP signaling pathway', 'Chemokine signaling pathway', 'Neurotrophin signaling pathway']"
['NaN'],RAPGEF1,"['Rap1 signaling pathway', 'Neurotrophin signaling pathway', 'Insulin signaling pathway']"
['NaN'],RAPGEF2,"['MAPK signaling pathway', 'Rap1 signaling pathway']"
['NaN'],RARA,['Estrogen signaling pathway']
['NaN'],RASA1,"['MAPK signaling pathway', 'Ras signaling pathway']"
['NaN'],RASA2,"['MAPK signaling pathway', 'Ras signaling pathway']"
['NaN'],RASA3,['Ras signaling pathway']
['NaN'],RASAL2,['Ras signaling pathway']
['NaN'],RASSF1,"['Ras signaling pathway', 'Hippo signaling pathway']"
['NaN'],RB1,['Cell cycle']
['NaN'],RBCK1,['NOD-like receptor signaling pathway']
['NaN'],RBL1,"['TGF-beta signaling pathway', 'Cell cycle']"
['NaN'],RBL2,"['FoxO signaling pathway', 'PI3K-Akt signaling pathway', 'Cell cycle']"
['NaN'],RBPJ,['Notch signaling pathway']
['NaN'],RBX1,"['HIF-1 signaling pathway', 'Wnt signaling pathway', 'TGF-beta signaling pathway', 'Cell cycle']"
['NaN'],RCAN1,"['Thyroid hormone signaling pathway', 'Oxytocin signaling pathway']"
['NaN'],RCHY1,['p53 signaling pathway']
['NaN'],RELA,"['MAPK signaling pathway', 'Ras signaling pathway', 'cAMP signaling pathway', 'Chemokine signaling pathway', 'NF-kappa B signaling pathway', 'HIF-1 signaling pathway', 'Sphingolipid signaling pathway', 'PI3K-Akt signaling pathway', 'Toll-like receptor signaling pathway', 'NOD-like receptor signaling pathway', 'RIG-I-like receptor signaling pathway', 'C-type lectin receptor signaling pathway', 'IL-17 signaling pathway', 'T cell receptor signaling pathway', 'B cell receptor signaling pathway', 'TNF signaling pathway', 'Neurotrophin signaling pathway', 'Prolactin signaling pathway', 'Adipocytokine signaling pathway', 'Relaxin signaling pathway', 'AGE-RAGE signaling pathway in diabetic complications']"
['NaN'],RELB,"['MAPK signaling pathway', 'NF-kappa B signaling pathway', 'C-type lectin receptor signaling pathway']"
['NaN'],RFNG,['Notch signaling pathway']
['NaN'],RGL2,['Ras signaling pathway']
['NaN'],RGS14,['Rap1 signaling pathway']
['NaN'],RGS2,"['cGMP-PKG signaling pathway', 'Oxytocin signaling pathway']"
['NaN'],RHEB,"['Phospholipase D signaling pathway', 'mTOR signaling pathway', 'PI3K-Akt signaling pathway', 'AMPK signaling pathway', 'Insulin signaling pathway', 'Thyroid hormone signaling pathway']"
['NaN'],RHOA,"['Ras signaling pathway', 'Rap1 signaling pathway', 'cGMP-PKG signaling pathway', 'cAMP signaling pathway', 'Chemokine signaling pathway', 'Sphingolipid signaling pathway', 'Phospholipase D signaling pathway', 'Wnt signaling pathway', 'TGF-beta signaling pathway', 'NOD-like receptor signaling pathway', 'C-type lectin receptor signaling pathway', 'T cell receptor signaling pathway', 'Neurotrophin signaling pathway', 'Oxytocin signaling pathway']"
['NaN'],RHOQ,['Insulin signaling pathway']
['NaN'],RICTOR,['mTOR signaling pathway']
['NaN'],RIPK1,"['NF-kappa B signaling pathway', 'Toll-like receptor signaling pathway', 'NOD-like receptor signaling pathway', 'RIG-I-like receptor signaling pathway', 'TNF signaling pathway']"
['NaN'],RIPK2,"['NOD-like receptor signaling pathway', 'Neurotrophin signaling pathway']"
['NaN'],RNF31,['NOD-like receptor signaling pathway']
['NaN'],ROCK1,"['cGMP-PKG signaling pathway', 'cAMP signaling pathway', 'Chemokine signaling pathway', 'Sphingolipid signaling pathway', 'TGF-beta signaling pathway', 'Oxytocin signaling pathway']"
['NaN'],ROCK2,"['cGMP-PKG signaling pathway', 'cAMP signaling pathway', 'Chemokine signaling pathway', 'Sphingolipid signaling pathway', 'Wnt signaling pathway', 'Oxytocin signaling pathway']"
['NaN'],RPS6,"['HIF-1 signaling pathway', 'mTOR signaling pathway', 'PI3K-Akt signaling pathway', 'Apelin signaling pathway', 'Insulin signaling pathway']"
['NaN'],RPS6KA1,"['MAPK signaling pathway', 'mTOR signaling pathway', 'Neurotrophin signaling pathway']"
['NaN'],RPS6KA4,"['MAPK signaling pathway', 'TNF signaling pathway']"
['NaN'],RPS6KB1,"['ErbB signaling pathway', 'HIF-1 signaling pathway', 'mTOR signaling pathway', 'PI3K-Akt signaling pathway', 'AMPK signaling pathway', 'TGF-beta signaling pathway', 'Apelin signaling pathway', 'Insulin signaling pathway']"
['NaN'],RPS6KB2,"['ErbB signaling pathway', 'HIF-1 signaling pathway', 'mTOR signaling pathway', 'PI3K-Akt signaling pathway', 'AMPK signaling pathway', 'TGF-beta signaling pathway', 'Apelin signaling pathway', 'Insulin signaling pathway']"
['NaN'],RPTOR,"['mTOR signaling pathway', 'PI3K-Akt signaling pathway', 'AMPK signaling pathway']"
['NaN'],RRAGA,['mTOR signaling pathway']
['NaN'],RRAGC,['mTOR signaling pathway']
['NaN'],RRAS,"['MAPK signaling pathway', 'Ras signaling pathway', 'Rap1 signaling pathway', 'cAMP signaling pathway', 'Phospholipase D signaling pathway', 'Apelin signaling pathway', 'C-type lectin receptor signaling pathway']"
['NaN'],RRAS2,"['MAPK signaling pathway', 'Ras signaling pathway', 'cAMP signaling pathway', 'Phospholipase D signaling pathway', 'Apelin signaling pathway', 'C-type lectin receptor signaling pathway']"
['NaN'],RRM2,['p53 signaling pathway']
['NaN'],RRM2B,['p53 signaling pathway']
['NaN'],RUVBL1,['Wnt signaling pathway']
['NaN'],RXRA,"['PI3K-Akt signaling pathway', 'Thyroid hormone signaling pathway', 'Adipocytokine signaling pathway']"
['NaN'],RXRB,"['Thyroid hormone signaling pathway', 'Adipocytokine signaling pathway']"
['NaN'],S1PR2,['Sphingolipid signaling pathway']
['NaN'],SAV1,['Hippo signaling pathway']
['NaN'],SCD,['AMPK signaling pathway']
['NaN'],SCD5,['AMPK signaling pathway']
['NaN'],SCRIB,['Hippo signaling pathway']
['NaN'],SEC13,['mTOR signaling pathway']
['NaN'],SEH1L,['mTOR signaling pathway']
['NaN'],SENP2,['Wnt signaling pathway']
['NaN'],SESN1,['p53 signaling pathway']
['NaN'],SESN2,"['p53 signaling pathway', 'mTOR signaling pathway']"
['NaN'],SETD7,['FoxO signaling pathway']
['NaN'],SH2B1,['Neurotrophin signaling pathway']
['NaN'],SH2B2,"['Neurotrophin signaling pathway', 'Insulin signaling pathway']"
['NaN'],SH2B3,['Neurotrophin signaling pathway']
['NaN'],SHARPIN,['NOD-like receptor signaling pathway']
['NaN'],SHC1,"['ErbB signaling pathway', 'Ras signaling pathway', 'Chemokine signaling pathway', 'Phospholipase D signaling pathway', 'Neurotrophin signaling pathway', 'Insulin signaling pathway', 'Estrogen signaling pathway', 'Prolactin signaling pathway', 'Relaxin signaling pathway']"
['NaN'],SHISA5,['p53 signaling pathway']
['NaN'],SHOC2,['Ras signaling pathway']
['NaN'],SIAH1,"['p53 signaling pathway', 'Wnt signaling pathway']"
['NaN'],SIK2,['Glucagon signaling pathway']
['NaN'],SIKE1,['RIG-I-like receptor signaling pathway']
['NaN'],SIN3A,['Thyroid hormone signaling pathway']
['NaN'],SIPA1,['Rap1 signaling pathway']
['NaN'],SIPA1L1,['Rap1 signaling pathway']
['NaN'],SIRT1,['AMPK signaling pathway']
['NaN'],SIVA1,['p53 signaling pathway']
['NaN'],SKP1,"['Wnt signaling pathway', 'TGF-beta signaling pathway', 'Cell cycle']"
['NaN'],SKP2,"['mTOR signaling pathway', 'Cell cycle']"
['NaN'],SLC25A4,"['Calcium signaling pathway', 'cGMP-PKG signaling pathway']"
['NaN'],SLC2A1,"['HIF-1 signaling pathway', 'Thyroid hormone signaling pathway', 'Adipocytokine signaling pathway']"
['NaN'],SLC38A9,['mTOR signaling pathway']
['NaN'],SLC3A2,['mTOR signaling pathway']
['NaN'],SLC7A5,['mTOR signaling pathway']
['NaN'],SLC9A1,"['cAMP signaling pathway', 'Apelin signaling pathway', 'Thyroid hormone signaling pathway']"
['NaN'],SMAD1,"['TGF-beta signaling pathway', 'Hippo signaling pathway']"
['NaN'],SMAD2,"['FoxO signaling pathway', 'TGF-beta signaling pathway', 'Apelin signaling pathway', 'Hippo signaling pathway', 'Relaxin signaling pathway', 'AGE-RAGE signaling pathway in diabetic complications', 'Cell cycle']"
['NaN'],SMAD3,"['FoxO signaling pathway', 'TGF-beta signaling pathway', 'Apelin signaling pathway', 'Hippo signaling pathway', 'Relaxin signaling pathway', 'AGE-RAGE signaling pathway in diabetic complications', 'Cell cycle']"
['NaN'],SMAD4,"['FoxO signaling pathway', 'Wnt signaling pathway', 'TGF-beta signaling pathway', 'Apelin signaling pathway', 'Hippo signaling pathway', 'AGE-RAGE signaling pathway in diabetic complications', 'Cell cycle']"
['NaN'],SMAD5,['TGF-beta signaling pathway']
['NaN'],SMAD6,['TGF-beta signaling pathway']
['NaN'],SMAD7,"['TGF-beta signaling pathway', 'Hippo signaling pathway']"
['NaN'],SMC3,['Cell cycle']
['NaN'],SMPD1,['Sphingolipid signaling pathway']
['NaN'],SMPD2,['Sphingolipid signaling pathway']
['NaN'],SMURF1,"['Hedgehog signaling pathway', 'TGF-beta signaling pathway']"
['NaN'],SMURF2,"['Hedgehog signaling pathway', 'TGF-beta signaling pathway']"
['NaN'],SNW1,['Notch signaling pathway']
['NaN'],SOCS3,"['JAK-STAT signaling pathway', 'Insulin signaling pathway', 'Prolactin signaling pathway', 'Adipocytokine signaling pathway']"
['NaN'],SOCS4,"['JAK-STAT signaling pathway', 'Insulin signaling pathway', 'Prolactin signaling pathway']"
['NaN'],SOCS5,"['JAK-STAT signaling pathway', 'Prolactin signaling pathway']"
['NaN'],SOCS6,"['JAK-STAT signaling pathway', 'Prolactin signaling pathway']"
['NaN'],SOCS7,"['JAK-STAT signaling pathway', 'Prolactin signaling pathway']"
['NaN'],SOD2,['FoxO signaling pathway']
['NaN'],SORT1,['Neurotrophin signaling pathway']
['NaN'],SOS1,"['MAPK signaling pathway', 'ErbB signaling pathway', 'Ras signaling pathway', 'Chemokine signaling pathway', 'FoxO signaling pathway', 'Phospholipase D signaling pathway', 'mTOR signaling pathway', 'PI3K-Akt signaling pathway', 'JAK-STAT signaling pathway', 'T cell receptor signaling pathway', 'B cell receptor signaling pathway', 'Fc epsilon RI signaling pathway', 'Neurotrophin signaling pathway', 'Insulin signaling pathway', 'GnRH signaling pathway', 'Estrogen signaling pathway', 'Prolactin signaling pathway', 'Relaxin signaling pathway']"
['NaN'],SOS2,"['MAPK signaling pathway', 'ErbB signaling pathway', 'Ras signaling pathway', 'Chemokine signaling pathway', 'FoxO signaling pathway', 'Phospholipase D signaling pathway', 'mTOR signaling pathway', 'PI3K-Akt signaling pathway', 'JAK-STAT signaling pathway', 'T cell receptor signaling pathway', 'B cell receptor signaling pathway', 'Fc epsilon RI signaling pathway', 'Neurotrophin signaling pathway', 'Insulin signaling pathway', 'GnRH signaling pathway', 'Estrogen signaling pathway', 'Prolactin signaling pathway', 'Relaxin signaling pathway']"
['NaN'],SOX9,['cAMP signaling pathway']
['NaN'],SP1,"['TGF-beta signaling pathway', 'Estrogen signaling pathway']"
['NaN'],SPHK2,"['Calcium signaling pathway', 'Sphingolipid signaling pathway', 'Phospholipase D signaling pathway', 'VEGF signaling pathway', 'Apelin signaling pathway']"
['NaN'],SPOP,['Hedgehog signaling pathway']
['NaN'],SPOPL,['Hedgehog signaling pathway']
['Dasatinib'],SRC,"['ErbB signaling pathway', 'Rap1 signaling pathway', 'Chemokine signaling pathway', 'VEGF signaling pathway', 'C-type lectin receptor signaling pathway', 'GnRH signaling pathway', 'Estrogen signaling pathway', 'Prolactin signaling pathway', 'Thyroid hormone signaling pathway', 'Oxytocin signaling pathway', 'Relaxin signaling pathway']"
['NaN'],SREBF1,"['AMPK signaling pathway', 'Insulin signaling pathway']"
['NaN'],SRF,"['MAPK signaling pathway', 'cGMP-PKG signaling pathway']"
['NaN'],STAG1,['Cell cycle']
['NaN'],STAM,['JAK-STAT signaling pathway']
['NaN'],STAM2,['JAK-STAT signaling pathway']
['NaN'],STAT1,"['Chemokine signaling pathway', 'Toll-like receptor signaling pathway', 'NOD-like receptor signaling pathway', 'C-type lectin receptor signaling pathway', 'JAK-STAT signaling pathway', 'Prolactin signaling pathway', 'Thyroid hormone signaling pathway', 'AGE-RAGE signaling pathway in diabetic complications']"
['NaN'],STAT2,"['Chemokine signaling pathway', 'NOD-like receptor signaling pathway', 'C-type lectin receptor signaling pathway', 'JAK-STAT signaling pathway']"
['NaN'],STAT3,"['Chemokine signaling pathway', 'HIF-1 signaling pathway', 'FoxO signaling pathway', 'JAK-STAT signaling pathway', 'Prolactin signaling pathway', 'Adipocytokine signaling pathway', 'AGE-RAGE signaling pathway in diabetic complications']"
['Dasatinib'],STAT5B,"['ErbB signaling pathway', 'Chemokine signaling pathway', 'JAK-STAT signaling pathway', 'Prolactin signaling pathway', 'AGE-RAGE signaling pathway in diabetic complications']"
['NaN'],STAT6,['JAK-STAT signaling pathway']
['NaN'],STEAP3,['p53 signaling pathway']
['NaN'],STIM1,['Calcium signaling pathway']
['NaN'],STIM2,['Calcium signaling pathway']
['NaN'],STK11,"['FoxO signaling pathway', 'mTOR signaling pathway', 'PI3K-Akt signaling pathway', 'AMPK signaling pathway', 'Adipocytokine signaling pathway']"
['NaN'],STK3,"['MAPK signaling pathway', 'Hippo signaling pathway']"
['NaN'],STK4,"['MAPK signaling pathway', 'Ras signaling pathway', 'FoxO signaling pathway']"
['NaN'],STMN1,['MAPK signaling pathway']
['NaN'],STRADA,"['mTOR signaling pathway', 'AMPK signaling pathway']"
['NaN'],STRADB,"['mTOR signaling pathway', 'AMPK signaling pathway']"
['NaN'],SUFU,['Hedgehog signaling pathway']
['NaN'],SUGT1,['NOD-like receptor signaling pathway']
['NaN'],SYNGAP1,['Ras signaling pathway']
['NaN'],TAB1,"['MAPK signaling pathway', 'NF-kappa B signaling pathway', 'Toll-like receptor signaling pathway', 'NOD-like receptor signaling pathway']"
['NaN'],TAB2,"['MAPK signaling pathway', 'NF-kappa B signaling pathway', 'Toll-like receptor signaling pathway', 'NOD-like receptor signaling pathway', 'IL-17 signaling pathway']"
['NaN'],TANK,"['NOD-like receptor signaling pathway', 'RIG-I-like receptor signaling pathway']"
['NaN'],TAOK1,['MAPK signaling pathway']
['NaN'],TAOK2,['MAPK signaling pathway']
['NaN'],TAOK3,['MAPK signaling pathway']
['NaN'],TBC1D1,['AMPK signaling pathway']
['NaN'],TBC1D4,['Thyroid hormone signaling pathway']
['NaN'],TBC1D7,['mTOR signaling pathway']
['NaN'],TBK1,"['Ras signaling pathway', 'Toll-like receptor signaling pathway', 'NOD-like receptor signaling pathway', 'RIG-I-like receptor signaling pathway']"
['NaN'],TBKBP1,['RIG-I-like receptor signaling pathway']
['NaN'],TBL1XR1,['Wnt signaling pathway']
['NaN'],TCF7L2,"['Wnt signaling pathway', 'Hippo signaling pathway']"
['NaN'],TEAD1,['Hippo signaling pathway']
['NaN'],TEAD2,['Hippo signaling pathway']
['NaN'],TEAD3,['Hippo signaling pathway']
['NaN'],TEAD4,['Hippo signaling pathway']
['NaN'],TELO2,['mTOR signaling pathway']
['NaN'],TFAM,['Apelin signaling pathway']
['NaN'],TFDP1,"['TGF-beta signaling pathway', 'Cell cycle']"
['NaN'],TFDP2,['Cell cycle']
['NaN'],TFRC,['HIF-1 signaling pathway']
['NaN'],TGFB1,"['MAPK signaling pathway', 'FoxO signaling pathway', 'TGF-beta signaling pathway', 'Hippo signaling pathway', 'Relaxin signaling pathway', 'AGE-RAGE signaling pathway in diabetic complications', 'Cell cycle']"
['NaN'],TGFBR1,"['MAPK signaling pathway', 'FoxO signaling pathway', 'TGF-beta signaling pathway', 'Apelin signaling pathway', 'Hippo signaling pathway', 'Relaxin signaling pathway', 'AGE-RAGE signaling pathway in diabetic complications']"
['NaN'],TGFBR2,"['MAPK signaling pathway', 'FoxO signaling pathway', 'TGF-beta signaling pathway', 'Hippo signaling pathway', 'Relaxin signaling pathway', 'AGE-RAGE signaling pathway in diabetic complications']"
['NaN'],THBS1,"['Rap1 signaling pathway', 'p53 signaling pathway', 'PI3K-Akt signaling pathway', 'TGF-beta signaling pathway']"
['NaN'],THBS3,['PI3K-Akt signaling pathway']
['NaN'],THEM4,['PI3K-Akt signaling pathway']
['NaN'],THRA,['Thyroid hormone signaling pathway']
['NaN'],TIAM1,"['Ras signaling pathway', 'Rap1 signaling pathway', 'cAMP signaling pathway', 'Chemokine signaling pathway']"
['NaN'],TICAM1,"['NF-kappa B signaling pathway', 'Toll-like receptor signaling pathway', 'NOD-like receptor signaling pathway']"
['NaN'],TIRAP,"['NF-kappa B signaling pathway', 'Toll-like receptor signaling pathway']"
['NaN'],TKFC,['RIG-I-like receptor signaling pathway']
['NaN'],TLN1,['Rap1 signaling pathway']
['NaN'],TMEM173,"['NOD-like receptor signaling pathway', 'RIG-I-like receptor signaling pathway']"
['NaN'],TNFAIP3,"['NF-kappa B signaling pathway', 'NOD-like receptor signaling pathway']"
['NaN'],TNFRSF10B,['p53 signaling pathway']
['NaN'],TNFRSF1A,"['MAPK signaling pathway', 'NF-kappa B signaling pathway', 'Sphingolipid signaling pathway', 'mTOR signaling pathway', 'TNF signaling pathway', 'Adipocytokine signaling pathway']"
['NaN'],TOLLIP,['Toll-like receptor signaling pathway']
['NaN'],TP53,"['MAPK signaling pathway', 'Sphingolipid signaling pathway', 'p53 signaling pathway', 'PI3K-Akt signaling pathway', 'Wnt signaling pathway', 'Neurotrophin signaling pathway', 'Thyroid hormone signaling pathway', 'Cell cycle']"
['NaN'],TP53BP1,['NOD-like receptor signaling pathway']
['NaN'],TP53BP2,['Hippo signaling pathway']
['NaN'],TP53I3,['p53 signaling pathway']
['NaN'],TRADD,"['MAPK signaling pathway', 'NF-kappa B signaling pathway', 'Sphingolipid signaling pathway', 'RIG-I-like receptor signaling pathway', 'TNF signaling pathway', 'Adipocytokine signaling pathway']"
['NaN'],TRAF2,"['MAPK signaling pathway', 'NF-kappa B signaling pathway', 'Sphingolipid signaling pathway', 'NOD-like receptor signaling pathway', 'RIG-I-like receptor signaling pathway', 'TNF signaling pathway', 'Adipocytokine signaling pathway']"
['NaN'],TRAF3,"['NF-kappa B signaling pathway', 'Toll-like receptor signaling pathway', 'NOD-like receptor signaling pathway', 'RIG-I-like receptor signaling pathway']"
['NaN'],TRAF5,"['NF-kappa B signaling pathway', 'NOD-like receptor signaling pathway', 'TNF signaling pathway']"
['NaN'],TRAF6,"['MAPK signaling pathway', 'NF-kappa B signaling pathway', 'Toll-like receptor signaling pathway', 'NOD-like receptor signaling pathway', 'RIG-I-like receptor signaling pathway', 'IL-17 signaling pathway', 'Neurotrophin signaling pathway']"
['NaN'],TRIM25,"['NF-kappa B signaling pathway', 'RIG-I-like receptor signaling pathway']"
['NaN'],TRIP10,['Insulin signaling pathway']
['NaN'],TRIP6,['NOD-like receptor signaling pathway']
['NaN'],TSC1,"['Phospholipase D signaling pathway', 'mTOR signaling pathway', 'PI3K-Akt signaling pathway', 'AMPK signaling pathway', 'Insulin signaling pathway']"
['NaN'],TSC2,"['Phospholipase D signaling pathway', 'p53 signaling pathway', 'mTOR signaling pathway', 'PI3K-Akt signaling pathway', 'AMPK signaling pathway', 'Insulin signaling pathway', 'Thyroid hormone signaling pathway']"
['NaN'],TTI1,['mTOR signaling pathway']
['NaN'],TTK,['Cell cycle']
['NaN'],TXN,['NOD-like receptor signaling pathway']
['NaN'],TXN2,['NOD-like receptor signaling pathway']
['NaN'],TXNIP,['NOD-like receptor signaling pathway']
['NaN'],TYK2,"['NOD-like receptor signaling pathway', 'JAK-STAT signaling pathway']"
['NaN'],ULK1,['AMPK signaling pathway']
['NaN'],USP7,['FoxO signaling pathway']
['NaN'],VANGL1,['Wnt signaling pathway']
['NaN'],VASP,"['Rap1 signaling pathway', 'cGMP-PKG signaling pathway']"
['NaN'],VAV2,"['Rap1 signaling pathway', 'cAMP signaling pathway', 'Chemokine signaling pathway', 'T cell receptor signaling pathway', 'B cell receptor signaling pathway', 'Fc epsilon RI signaling pathway']"
['NaN'],VDAC1,"['Calcium signaling pathway', 'cGMP-PKG signaling pathway']"
['NaN'],VDAC2,"['Calcium signaling pathway', 'cGMP-PKG signaling pathway']"
['NaN'],VDAC3,"['Calcium signaling pathway', 'cGMP-PKG signaling pathway']"
['NaN'],VEGFA,"['MAPK signaling pathway', 'Ras signaling pathway', 'Rap1 signaling pathway', 'HIF-1 signaling pathway', 'PI3K-Akt signaling pathway', 'VEGF signaling pathway', 'Relaxin signaling pathway', 'AGE-RAGE signaling pathway in diabetic complications']"
['NaN'],VEGFB,"['MAPK signaling pathway', 'Ras signaling pathway', 'Rap1 signaling pathway', 'PI3K-Akt signaling pathway', 'Relaxin signaling pathway', 'AGE-RAGE signaling pathway in diabetic complications']"
['NaN'],VHL,['HIF-1 signaling pathway']
['NaN'],WASL,['Chemokine signaling pathway']
['NaN'],WDR24,['mTOR signaling pathway']
['NaN'],WDR59,['mTOR signaling pathway']
['MK-1775'],WEE1,['Cell cycle']
['NaN'],WWC1,['Hippo signaling pathway']
['NaN'],WWTR1,['Hippo signaling pathway']
['NaN'],YAP1,['Hippo signaling pathway']
['NaN'],YWHAB,"['PI3K-Akt signaling pathway', 'Hippo signaling pathway', 'Cell cycle']"
['NaN'],YWHAE,"['PI3K-Akt signaling pathway', 'Hippo signaling pathway', 'Neurotrophin signaling pathway', 'Cell cycle']"
